lemma,asp,def
освобождаться,несовершенный,"Избегать/избежать чего-либо нежелательного, обременительного, стесняющего свободу действий, поступков."
освободиться,совершенный,"Избегать/избежать чего-либо нежелательного, обременительного, стесняющего свободу действий, поступков."
отрешаться,несовершенный,"Избегать/избежать чего-либо нежелательного, обременительного, стесняющего свободу действий, поступков."
отрешиться,совершенный,"Избегать/избежать чего-либо нежелательного, обременительного, стесняющего свободу действий, поступков."
отбояриваться,несовершенный,"Избегать/избежать чего-либо нежелательного, обременительного, стесняющего свободу действий, поступков."
отбояриться,совершенный,"Избегать/избежать чего-либо нежелательного, обременительного, стесняющего свободу действий, поступков."
отвязываться,несовершенный,"Избегать/избежать чего-либо нежелательного, обременительного, стесняющего свободу действий, поступков."
отвязаться,совершенный,"Избегать/избежать чего-либо нежелательного, обременительного, стесняющего свободу действий, поступков."
отделываться,несовершенный,"Избегать/избежать чего-либо нежелательного, обременительного, стесняющего свободу действий, поступков."
отделаться,совершенный,"Избегать/избежать чего-либо нежелательного, обременительного, стесняющего свободу действий, поступков."
нажимать,несовершенный,"Оказывать/оказать воздействие на кого-либо, притеснять/притеснить, угнетая, добиваясь выполнения чего-либо."
нажать,совершенный,"Оказывать/оказать воздействие на кого-либо, притеснять/притеснить, угнетая, добиваясь выполнения чего-либо."
налегать,несовершенный,"Оказывать/оказать воздействие на кого-либо, притеснять/притеснить, угнетая, добиваясь выполнения чего-либо."
налечь,совершенный,"Оказывать/оказать воздействие на кого-либо, притеснять/притеснить, угнетая, добиваясь выполнения чего-либо."
жать,несовершенный,"Оказывать/оказать воздействие на кого-либо, притеснять/притеснить, угнетая, добиваясь выполнения чего-либо."
наседать,несовершенный,"Оказывать/оказать воздействие на кого-либо, притеснять/притеснить, угнетая, добиваясь выполнения чего-либо."
насесть,совершенный,"Оказывать/оказать воздействие на кого-либо, притеснять/притеснить, угнетая, добиваясь выполнения чего-либо."
отделять,несовершенный,"Лишать/лишить возможности, связи, соприкосновения с кем-, чем-либо."
отделить,совершенный,"Лишать/лишить возможности, связи, соприкосновения с кем-, чем-либо."
изолировать,двувидовой,"Лишать/лишить возможности, связи, соприкосновения с кем-, чем-либо."
отгораживать,несовершенный,"Лишать/лишить возможности, связи, соприкосновения с кем-, чем-либо."
отгородить,совершенный,"Лишать/лишить возможности, связи, соприкосновения с кем-, чем-либо."
отмежёвывать,несовершенный,"Лишать/лишить возможности, связи, соприкосновения с кем-, чем-либо."
отмежевать,совершенный,"Лишать/лишить возможности, связи, соприкосновения с кем-, чем-либо."
отъединять,несовершенный,"Лишать/лишить возможности, связи, соприкосновения с кем-, чем-либо."
отъединить,совершенный,"Лишать/лишить возможности, связи, соприкосновения с кем-, чем-либо."
подавлять,несовершенный,"При помощи силы, оружия, насильственных действий останавливать/остановить массовые выступления."
подавить,совершенный,"При помощи силы, оружия, насильственных действий останавливать/остановить массовые выступления."
душить,несовершенный,"При помощи силы, оружия, насильственных действий останавливать/остановить массовые выступления."
задушить,совершенный,"При помощи силы, оружия, насильственных действий останавливать/остановить массовые выступления."
усмирять,несовершенный,"При помощи силы, оружия, насильственных действий останавливать/остановить массовые выступления."
усмирить,совершенный,"При помощи силы, оружия, насильственных действий останавливать/остановить массовые выступления."
соперничать,несовершенный,"Обладать равными с кем-, чем-либо достоинствами, качествами, заслугами, стремиться превзойти других, не уступить, бороться за достижение лучших результатов."
конкурировать,несовершенный,"Обладать равными с кем-, чем-либо достоинствами, качествами, заслугами, стремиться превзойти других, не уступить, бороться за достижение лучших результатов."
спорить,несовершенный,"Обладать равными с кем-, чем-либо достоинствами, качествами, заслугами, стремиться превзойти других, не уступить, бороться за достижение лучших результатов."
тягаться,несовершенный,"Обладать равными с кем-, чем-либо достоинствами, качествами, заслугами, стремиться превзойти других, не уступить, бороться за достижение лучших результатов."
сопротивляться,несовершенный,"Противодействовать воле, желаниям кого-, чего-либо, не подчиняясь, не соглашаясь на что-либо."
противиться,несовершенный,"Противодействовать воле, желаниям кого-, чего-либо, не подчиняясь, не соглашаясь на что-либо."
противоборствовать,несовершенный,"Противодействовать воле, желаниям кого-, чего-либо, не подчиняясь, не соглашаясь на что-либо."
противодействовать,несовершенный,"Противодействовать воле, желаниям кого-, чего-либо, не подчиняясь, не соглашаясь на что-либо."
противостоять,несовершенный,"Противодействовать воле, желаниям кого-, чего-либо, не подчиняясь, не соглашаясь на что-либо."
соревноваться,несовершенный,"Стремиться превзойти кого-либо в каком-либо отношении, не уступая в чём-либо, добиваясь лучших результатов."
соперничать,несовершенный,"Стремиться превзойти кого-либо в каком-либо отношении, не уступая в чём-либо, добиваясь лучших результатов."
состязаться,несовершенный,"Стремиться превзойти кого-либо в каком-либо отношении, не уступая в чём-либо, добиваясь лучших результатов."
ссориться,несовершенный,"Вступать/вступить в ссору, высказывая друг другу упрёки, неудовольствие, обвиняя друг друга в чём-либо."
поссориться,совершенный,"Вступать/вступить в ссору, высказывая друг другу упрёки, неудовольствие, обвиняя друг друга в чём-либо."
браниться,несовершенный,"Вступать/вступить в ссору, высказывая друг другу упрёки, неудовольствие, обвиняя друг друга в чём-либо."
побраниться,совершенный,"Вступать/вступить в ссору, высказывая друг другу упрёки, неудовольствие, обвиняя друг друга в чём-либо."
вздорить,несовершенный,"Вступать/вступить в ссору, высказывая друг другу упрёки, неудовольствие, обвиняя друг друга в чём-либо."
повздорить,совершенный,"Вступать/вступить в ссору, высказывая друг другу упрёки, неудовольствие, обвиняя друг друга в чём-либо."
конфликтовать,несовершенный,"Вступать/вступить в ссору, высказывая друг другу упрёки, неудовольствие, обвиняя друг друга в чём-либо."
скандалить,несовершенный,"Вступать/вступить в ссору, высказывая друг другу упрёки, неудовольствие, обвиняя друг друга в чём-либо."
ругаться,несовершенный,"Вступать/вступить в ссору, высказывая друг другу упрёки, неудовольствие, обвиняя друг друга в чём-либо."
поругаться,совершенный,"Вступать/вступить в ссору, высказывая друг другу упрёки, неудовольствие, обвиняя друг друга в чём-либо."
уклоняться,несовершенный,"Избегать/избежать чего-либо, устраняться/устраниться от чего-либо, применяя хитрости, прилагая некоторые усилия."
уклониться,совершенный,"Избегать/избежать чего-либо, устраняться/устраниться от чего-либо, применяя хитрости, прилагая некоторые усилия."
увёртываться,несовершенный,"Избегать/избежать чего-либо, устраняться/устраниться от чего-либо, применяя хитрости, прилагая некоторые усилия."
увернуться,совершенный,"Избегать/избежать чего-либо, устраняться/устраниться от чего-либо, применяя хитрости, прилагая некоторые усилия."
отбояриваться,несовершенный,"Избегать/избежать чего-либо, устраняться/устраниться от чего-либо, применяя хитрости, прилагая некоторые усилия."
отбояриться,совершенный,"Избегать/избежать чего-либо, устраняться/устраниться от чего-либо, применяя хитрости, прилагая некоторые усилия."
отвёртываться,несовершенный,"Избегать/избежать чего-либо, устраняться/устраниться от чего-либо, применяя хитрости, прилагая некоторые усилия."
отвертеться,совершенный,"Избегать/избежать чего-либо, устраняться/устраниться от чего-либо, применяя хитрости, прилагая некоторые усилия."
отвиливать,несовершенный,"Избегать/избежать чего-либо, устраняться/устраниться от чего-либо, применяя хитрости, прилагая некоторые усилия."
отвильнуть,совершенный,"Избегать/избежать чего-либо, устраняться/устраниться от чего-либо, применяя хитрости, прилагая некоторые усилия."
увиливать,несовершенный,"Избегать/избежать чего-либо, устраняться/устраниться от чего-либо, применяя хитрости, прилагая некоторые усилия."
увильнуть,совершенный,"Избегать/избежать чего-либо, устраняться/устраниться от чего-либо, применяя хитрости, прилагая некоторые усилия."
внедрять,несовершенный,"Содействовать распространению, установлению, использованию чего-либо в практической деятельности."
внедрить,совершенный,"Содействовать распространению, установлению, использованию чего-либо в практической деятельности."
вводить,несовершенный,"Содействовать распространению, установлению, использованию чего-либо в практической деятельности."
ввести,совершенный,"Содействовать распространению, установлению, использованию чего-либо в практической деятельности."
насаждать,несовершенный,"Содействовать распространению, установлению, использованию чего-либо в практической деятельности."
насадить,совершенный,"Содействовать распространению, установлению, использованию чего-либо в практической деятельности."
устанавливать,несовершенный,"Содействовать распространению, установлению, использованию чего-либо в практической деятельности."
установить,совершенный,"Содействовать распространению, установлению, использованию чего-либо в практической деятельности."
отменять,несовершенный,"Законом, распоряжением запрещать/запретить что-либо, объявляя это недействительным и уничтожая что-либо существующее (распоряжение, закон)."
отменить,совершенный,"Законом, распоряжением запрещать/запретить что-либо, объявляя это недействительным и уничтожая что-либо существующее (распоряжение, закон)."
упразднять,несовершенный,"Законом, распоряжением запрещать/запретить что-либо, объявляя это недействительным и уничтожая что-либо существующее (распоряжение, закон)."
упразднить,совершенный,"Законом, распоряжением запрещать/запретить что-либо, объявляя это недействительным и уничтожая что-либо существующее (распоряжение, закон)."
показывать,несовершенный,"Представлять/представить кого-, что-либо на публичное обозрение, давая возможность ознакомиться с кем-, чем-либо, оценить кого-, что-либо."
показать,совершенный,"Представлять/представить кого-, что-либо на публичное обозрение, давая возможность ознакомиться с кем-, чем-либо, оценить кого-, что-либо."
афишировать,двувидовой,"Представлять/представить кого-, что-либо на публичное обозрение, давая возможность ознакомиться с кем-, чем-либо, оценить кого-, что-либо."
выставлять,несовершенный,"Представлять/представить кого-, что-либо на публичное обозрение, давая возможность ознакомиться с кем-, чем-либо, оценить кого-, что-либо."
выставить,совершенный,"Представлять/представить кого-, что-либо на публичное обозрение, давая возможность ознакомиться с кем-, чем-либо, оценить кого-, что-либо."
демонстрировать,несовершенный,"Представлять/представить кого-, что-либо на публичное обозрение, давая возможность ознакомиться с кем-, чем-либо, оценить кого-, что-либо."
продемонстрировать,совершенный,"Представлять/представить кого-, что-либо на публичное обозрение, давая возможность ознакомиться с кем-, чем-либо, оценить кого-, что-либо."
экспонировать,несовершенный,"Представлять/представить кого-, что-либо на публичное обозрение, давая возможность ознакомиться с кем-, чем-либо, оценить кого-, что-либо."
прокручивать,несовершенный,"Представлять/представить кого-, что-либо на публичное обозрение, давая возможность ознакомиться с кем-, чем-либо, оценить кого-, что-либо."
прокрутить,совершенный,"Представлять/представить кого-, что-либо на публичное обозрение, давая возможность ознакомиться с кем-, чем-либо, оценить кого-, что-либо."
преобразовывать,несовершенный,"Коренным образом изменять/изменить что-либо по-новому, на иных принципах."
преобразовать,совершенный,"Коренным образом изменять/изменить что-либо по-новому, на иных принципах."
перестраивать,несовершенный,"Коренным образом изменять/изменить что-либо по-новому, на иных принципах."
перестроить,совершенный,"Коренным образом изменять/изменить что-либо по-новому, на иных принципах."
переустраивать,несовершенный,"Коренным образом изменять/изменить что-либо по-новому, на иных принципах."
переустроить,совершенный,"Коренным образом изменять/изменить что-либо по-новому, на иных принципах."
реорганизовывать,несовершенный,"Коренным образом изменять/изменить что-либо по-новому, на иных принципах."
реорганизовать,совершенный,"Коренным образом изменять/изменить что-либо по-новому, на иных принципах."
реформировать,двувидовой,"Коренным образом изменять/изменить что-либо по-новому, на иных принципах."
переделывать,несовершенный,"Коренным образом изменять/изменить что-либо по-новому, на иных принципах."
переделать,совершенный,"Коренным образом изменять/изменить что-либо по-новому, на иных принципах."
переиначивать,несовершенный,"Коренным образом изменять/изменить что-либо по-новому, на иных принципах."
переиначить,совершенный,"Коренным образом изменять/изменить что-либо по-новому, на иных принципах."
перекраивать,несовершенный,"Коренным образом изменять/изменить что-либо по-новому, на иных принципах."
перекроить,совершенный,"Коренным образом изменять/изменить что-либо по-новому, на иных принципах."
проверять,несовершенный,"Подвергать/подвергнуть кого-, что-либо испытанию для выяснения каких-либо качеств, свойств, пригодности для той или иной цели, соответствия какому-либо назначению."
проверить,совершенный,"Подвергать/подвергнуть кого-, что-либо испытанию для выяснения каких-либо качеств, свойств, пригодности для той или иной цели, соответствия какому-либо назначению."
испытывать,несовершенный,"Подвергать/подвергнуть кого-, что-либо испытанию для выяснения каких-либо качеств, свойств, пригодности для той или иной цели, соответствия какому-либо назначению."
испытать,совершенный,"Подвергать/подвергнуть кого-, что-либо испытанию для выяснения каких-либо качеств, свойств, пригодности для той или иной цели, соответствия какому-либо назначению."
пробовать,несовершенный,"Подвергать/подвергнуть кого-, что-либо испытанию для выяснения каких-либо качеств, свойств, пригодности для той или иной цели, соответствия какому-либо назначению."
опробовать,совершенный,"Подвергать/подвергнуть кого-, что-либо испытанию для выяснения каких-либо качеств, свойств, пригодности для той или иной цели, соответствия какому-либо назначению."
проверять,несовершенный,"Следить за правильностью, своевременностью действий кого-либо."
проверить,совершенный,"Следить за правильностью, своевременностью действий кого-либо."
контролировать,несовершенный,"Следить за правильностью, своевременностью действий кого-либо."
проконтролировать,совершенный,"Следить за правильностью, своевременностью действий кого-либо."
проверять,несовершенный,"Ознакомляться/ознакомиться с состоянием дел, работы какого-либо учреждения, организации с целью проверки правильности и законности действий."
проверить,совершенный,"Ознакомляться/ознакомиться с состоянием дел, работы какого-либо учреждения, организации с целью проверки правильности и законности действий."
обследовать,двувидовой,"Ознакомляться/ознакомиться с состоянием дел, работы какого-либо учреждения, организации с целью проверки правильности и законности действий."
ревизовать,двувидовой,"Ознакомляться/ознакомиться с состоянием дел, работы какого-либо учреждения, организации с целью проверки правильности и законности действий."
употреблять,несовершенный,"Прибегать/прибегнуть к каким-либо средствам, мерам, приёмам для достижения какой-либо цели, осуществления чего-либо."
употребить,совершенный,"Прибегать/прибегнуть к каким-либо средствам, мерам, приёмам для достижения какой-либо цели, осуществления чего-либо."
использовать,двувидовой,"Прибегать/прибегнуть к каким-либо средствам, мерам, приёмам для достижения какой-либо цели, осуществления чего-либо."
прилагать,несовершенный,"Прибегать/прибегнуть к каким-либо средствам, мерам, приёмам для достижения какой-либо цели, осуществления чего-либо."
приложить,совершенный,"Прибегать/прибегнуть к каким-либо средствам, мерам, приёмам для достижения какой-либо цели, осуществления чего-либо."
применять,несовершенный,"Прибегать/прибегнуть к каким-либо средствам, мерам, приёмам для достижения какой-либо цели, осуществления чего-либо."
применить,совершенный,"Прибегать/прибегнуть к каким-либо средствам, мерам, приёмам для достижения какой-либо цели, осуществления чего-либо."
устранять,несовершенный,"Избавляться/избавиться, освобождаться/освободиться от чего-либо дурного, нежелательного."
устранить,совершенный,"Избавляться/избавиться, освобождаться/освободиться от чего-либо дурного, нежелательного."
ликвидировать,двувидовой,"Избавляться/избавиться, освобождаться/освободиться от чего-либо дурного, нежелательного."
выручать,несовершенный,"Оказывая кому-либо услугу, помощь, содействие, помогать/помочь выйти из затруднительного положения."
выручить,совершенный,"Оказывая кому-либо услугу, помощь, содействие, помогать/помочь выйти из затруднительного положения."
вызволять,несовершенный,"Оказывая кому-либо услугу, помощь, содействие, помогать/помочь выйти из затруднительного положения."
вызволить,совершенный,"Оказывая кому-либо услугу, помощь, содействие, помогать/помочь выйти из затруднительного положения."
избавлять,несовершенный,"Оказывая кому-либо услугу, помощь, содействие, помогать/помочь выйти из затруднительного положения."
избавить,совершенный,"Оказывая кому-либо услугу, помощь, содействие, помогать/помочь выйти из затруднительного положения."
ограждать,несовершенный,"Оказывая кому-либо услугу, помощь, содействие, помогать/помочь выйти из затруднительного положения."
оградить,совершенный,"Оказывая кому-либо услугу, помощь, содействие, помогать/помочь выйти из затруднительного положения."
защищать,несовершенный,"Оказывая кому-либо услугу, помощь, содействие, помогать/помочь выйти из затруднительного положения."
защитить,совершенный,"Оказывая кому-либо услугу, помощь, содействие, помогать/помочь выйти из затруднительного положения."
спасать,несовершенный,"Оказывая кому-либо услугу, помощь, содействие, помогать/помочь выйти из затруднительного положения."
спасти,совершенный,"Оказывая кому-либо услугу, помощь, содействие, помогать/помочь выйти из затруднительного положения."
избавлять,несовершенный,"Помогать/помочь избежать чего-либо, давая возможность не делать чего-либо, не подвергаться чему-либо нежелательному, приносящему вред."
избавить,совершенный,"Помогать/помочь избежать чего-либо, давая возможность не делать чего-либо, не подвергаться чему-либо нежелательному, приносящему вред."
освобождать,несовершенный,"Помогать/помочь избежать чего-либо, давая возможность не делать чего-либо, не подвергаться чему-либо нежелательному, приносящему вред."
освободить,совершенный,"Помогать/помочь избежать чего-либо, давая возможность не делать чего-либо, не подвергаться чему-либо нежелательному, приносящему вред."
отрешать,несовершенный,"Помогать/помочь избежать чего-либо, давая возможность не делать чего-либо, не подвергаться чему-либо нежелательному, приносящему вред."
отрешить,совершенный,"Помогать/помочь избежать чего-либо, давая возможность не делать чего-либо, не подвергаться чему-либо нежелательному, приносящему вред."
помогать,несовершенный,"Оказывать/оказать кому-либо поддержку в чём-либо, содействие, приносящее облегчение, спасение и т.п."
помочь,совершенный,"Оказывать/оказать кому-либо поддержку в чём-либо, содействие, приносящее облегчение, спасение и т.п."
поддерживать,несовершенный,"Оказывать/оказать кому-либо поддержку в чём-либо, содействие, приносящее облегчение, спасение и т.п."
поддержать,совершенный,"Оказывать/оказать кому-либо поддержку в чём-либо, содействие, приносящее облегчение, спасение и т.п."
содействовать,двувидовой,"Оказывать/оказать кому-либо поддержку в чём-либо, содействие, приносящее облегчение, спасение и т.п."
шефствовать,несовершенный,"Оказывать/оказать кому-либо поддержку в чём-либо, содействие, приносящее облегчение, спасение и т.п."
предотвращать,несовершенный,"Устранять/устранить то, что угрожает, заблаговременно, приняв меры."
предотвратить,совершенный,"Устранять/устранить то, что угрожает, заблаговременно, приняв меры."
отводить,несовершенный,"Устранять/устранить то, что угрожает, заблаговременно, приняв меры."
отвести,совершенный,"Устранять/устранить то, что угрожает, заблаговременно, приняв меры."
предупреждать,несовершенный,"Устранять/устранить то, что угрожает, заблаговременно, приняв меры."
предупредить,совершенный,"Устранять/устранить то, что угрожает, заблаговременно, приняв меры."
отвращать,несовершенный,"Устранять/устранить то, что угрожает, заблаговременно, приняв меры."
отвратить,совершенный,"Устранять/устранить то, что угрожает, заблаговременно, приняв меры."
спасать,несовершенный,"Помогать/помочь избежать опасности, беды, чего-либо неприятного, нежелательного."
спасти,совершенный,"Помогать/помочь избежать опасности, беды, чего-либо неприятного, нежелательного."
избавлять,несовершенный,"Помогать/помочь избежать опасности, беды, чего-либо неприятного, нежелательного."
избавить,совершенный,"Помогать/помочь избежать опасности, беды, чего-либо неприятного, нежелательного."
способствовать,несовершенный,"Помогать/помочь кому-, чему-либо в чём-либо, оказывать/оказать поддержку, участие в чьих-либо делах с целью облегчить, подкрепить кого-, что-либо, помогать возникновению, развитию чего-либо."
посредничать,несовершенный,"Помогать/помочь кому-, чему-либо в чём-либо, оказывать/оказать поддержку, участие в чьих-либо делах с целью облегчить, подкрепить кого-, что-либо, помогать возникновению, развитию чего-либо."
содействовать,несовершенный,"Помогать/помочь кому-, чему-либо в чём-либо, оказывать/оказать поддержку, участие в чьих-либо делах с целью облегчить, подкрепить кого-, что-либо, помогать возникновению, развитию чего-либо."
устраивать,несовершенный,"Помогать/помочь поступить на работу, учёбу, получить место."
устроить,совершенный,"Помогать/помочь поступить на работу, учёбу, получить место."
помещать,несовершенный,"Помогать/помочь поступить на работу, учёбу, получить место."
поместить,совершенный,"Помогать/помочь поступить на работу, учёбу, получить место."
пристраивать,несовершенный,"Помогать/помочь поступить на работу, учёбу, получить место."
пристроить,совершенный,"Помогать/помочь поступить на работу, учёбу, получить место."
определять,несовершенный,"Помогать/помочь поступить на работу, учёбу, получить место."
определить,совершенный,"Помогать/помочь поступить на работу, учёбу, получить место."
громить,несовершенный,"Наносить/нанести противнику полное, окончательное поражение, делать/сделать невозможным его дальнейшее сопротивление."
разгромить,совершенный,"Наносить/нанести противнику полное, окончательное поражение, делать/сделать невозможным его дальнейшее сопротивление."
разбивать,несовершенный,"Наносить/нанести противнику полное, окончательное поражение, делать/сделать невозможным его дальнейшее сопротивление."
разбить,совершенный,"Наносить/нанести противнику полное, окончательное поражение, делать/сделать невозможным его дальнейшее сопротивление."
разносить,несовершенный,"Наносить/нанести противнику полное, окончательное поражение, делать/сделать невозможным его дальнейшее сопротивление."
разнести,совершенный,"Наносить/нанести противнику полное, окончательное поражение, делать/сделать невозможным его дальнейшее сопротивление."
повергать,несовершенный,"Наносить/нанести противнику полное, окончательное поражение, делать/сделать невозможным его дальнейшее сопротивление."
повергнуть,совершенный,"Наносить/нанести противнику полное, окончательное поражение, делать/сделать невозможным его дальнейшее сопротивление."
разить,несовершенный,"Наносить/нанести противнику полное, окончательное поражение, делать/сделать невозможным его дальнейшее сопротивление."
сокрушать,несовершенный,"Наносить/нанести противнику полное, окончательное поражение, делать/сделать невозможным его дальнейшее сопротивление."
сокрушить,совершенный,"Наносить/нанести противнику полное, окончательное поражение, делать/сделать невозможным его дальнейшее сопротивление."
расколачивать,несовершенный,"Наносить/нанести противнику полное, окончательное поражение, делать/сделать невозможным его дальнейшее сопротивление."
расколотить,совершенный,"Наносить/нанести противнику полное, окончательное поражение, делать/сделать невозможным его дальнейшее сопротивление."
опережать,несовершенный,Достигать/достичь лучших результатов в чём-либо по сравнению с кем-либо; оказываться/оказаться впереди кого-либо в каком-либо отношении.
